Freq.	V(n001)/I(C1)
200 537.6257920359,-1142.5129647556
300 482.6938376711,-782.1584837117
400 467.8570292456,-595.3950738901
500 478.152426594,-463.3619370644
600 476.4913436568,-384.205503004
700 471.7836173404,-333.7942394149
800 474.2470676402,-292.6723187827
900 473.1384494741,-263.9948250631
1000 474.6055187427,-245.5919227787
1100 479.4985488319,-219.0458556641

